id,parent,name,level,hid,iso639_3,latitude,longitude,macroareas,countries,timespan,branch,parent_name,id.1,family,family_id,macroarea,nr_macroarea,Genus.wals,Area.autotyp,Family.wals
kamb1316,kamb1318,Kambaata,language,ktb,ktb,7.37582,37.9088,['Africa'],['Ethiopia'],,Kambaataic,Kambaataic,kamb1316,Afro-Asiatic,afro1255,Africa,1,,,
kons1243,kons1242,Konso,language,kxc,kxc,5.39111,37.53,['Africa'],['Ethiopia'],,Konsoid,Konsoid,kons1243,Afro-Asiatic,afro1255,Africa,1,,,
east2652,sout3218,Eastern Oromo,language,hae,hae,8.67428,41.4395,['Africa'],['Ethiopia'],,South-East-North Oromo,South-East-North Oromo,east2652,Afro-Asiatic,afro1255,Africa,1,Lowland East Cushitic,S Africa,Afro-Asiatic
soma1255,east2653,Somali,language,som,som,4.778704,45.152856,['Africa'],"['Djibouti', 'Ethiopia', 'Kenya', 'Somalia']",,Eastern Omo-Tana,Eastern Omo-Tana,soma1255,Afro-Asiatic,afro1255,Africa,1,Lowland East Cushitic,Greater Abyssinia,Afro-Asiatic
iraq1241,iraq1240,Iraqw,language,irk,irk,-4.19948,35.2939,['Africa'],"['Tanzania, United Republic of']",,Iraqwoid,Iraqwoid,iraq1241,Afro-Asiatic,afro1255,Africa,1,Southern Cushitic,S Africa,Afro-Asiatic
copt1239,egyp1245,Coptic,language,cop,cop,29.472,31.2053,['Africa'],['Egypt'],,Egyptian,Egyptian,copt1239,Afro-Asiatic,afro1255,Africa,1,Egyptian-Coptic,N Africa,Afro-Asiatic
egyp1253,egyp1254,Egyptian Arabic,language,arz,arz,31.0,31.0,['Africa'],"['Egypt', 'Israel', 'Libya']",,Egypto-Sudanic Arabic,Egypto-Sudanic Arabic,egyp1253,Afro-Asiatic,afro1255,Africa,1,Semitic,N Africa,Afro-Asiatic
chad1249,suda1235,Chadian Arabic,language,shu,shu,14.67,13.5,['Africa'],"['Cameroon', 'Niger', 'Nigeria', 'Chad']",,Sudanese-Chadian Arabic,Sudanese-Chadian Arabic,chad1249,Afro-Asiatic,afro1255,Africa,1,Semitic,African Savannah,Afro-Asiatic
malt1254,malt1259,Maltese,language,mlt,mlt,35.8884,14.4508,['Eurasia'],['Malta'],,North African Arabic,Malta-Tunisian Arabic,malt1254,Afro-Asiatic,afro1255,Eurasia,1,Semitic,Europe,Afro-Asiatic
tuni1259,malt1259,Tunisian Arabic,language,aeb,aeb,33.7966,9.56156,['Africa'],"['Algeria', 'Libya', 'Tunisia']",,North African Arabic,Malta-Tunisian Arabic,tuni1259,Afro-Asiatic,afro1255,Africa,1,Semitic,N Africa,Afro-Asiatic
moro1292,moro1295,Moroccan Arabic,language,ary,ary,32.5,-7.5,['Africa'],"['Algeria', 'Western Sahara', 'Morocco']",,Moroccan-Andalusian Arabic,Moroccan-Andalusian Arabic,moro1292,Afro-Asiatic,afro1255,Africa,1,Semitic,N Africa,Afro-Asiatic
stan1318,arab1395,Standard Arabic,language,arb,arb,27.9625,43.8525,['Eurasia'],"['United Arab Emirates', 'Bahrain', 'Djibouti', 'Algeria', 'Egypt', 'Eritrea', 'Israel', 'Iraq', 'Jordan', 'Comoros', 'Kuwait', 'Lebanon', 'Libya', 'Morocco', 'Oman', 'Palestine, State of', 'Qatar', 'Saudi Arabia', 'Sudan', 'Somalia', 'Syrian Arab Republic', 'Chad', 'Tunisia', 'Tanzania, United Republic of', 'Yemen']",,Arabic,Arabic,stan1318,Afro-Asiatic,afro1255,Eurasia,1,Semitic,N Africa,Afro-Asiatic
assy1241,nort3241,Assyrian Neo-Aramaic,language,aii,aii,36.75,43.0,['Eurasia'],"['Iraq', 'Iran, Islamic Republic of', 'Syrian Arab Republic', 'Turkey']",,North-Eastern Neo-Aramaic,North-Eastern Neo-Aramaic,assy1241,Afro-Asiatic,afro1255,Eurasia,1,Semitic,Greater Mesopotamia,Afro-Asiatic
clas1252,east2680,Classical Syriac,language,syc,syc,37.1129,42.1432,['Eurasia'],['Turkey'],"{'start_year': 100, 'start_month': 1, 'start_day': 1, 'end_year': 800, 'end_month': 1, 'end_day': 1}",Eastern Aramaic,Eastern Aramaic,clas1252,Afro-Asiatic,afro1255,Eurasia,1,,,
anci1244,hebr1246,Ancient Hebrew,language,hbo,hbo,31.7761,35.1725,['Eurasia'],['Israel'],"{'start_year': -950, 'start_month': 1, 'start_day': 1, 'end_year': -950, 'end_month': 1, 'end_day': 1}",Hebrewic,Hebrewic,anci1244,Afro-Asiatic,afro1255,Eurasia,1,,,
hebr1245,hebr1246,Modern Hebrew,language,heb,heb,31.1056,35.0179,['Eurasia'],"['Israel', 'Jordan', 'Lebanon', 'Palestine, State of', 'Syrian Arab Republic']",,Hebrewic,Hebrewic,hebr1245,Afro-Asiatic,afro1255,Eurasia,1,Semitic,Greater Mesopotamia,Afro-Asiatic
amha1245,amha1244,Amharic,language,amh,amh,11.708182,39.543456,['Africa'],"['Djibouti', 'Ethiopia']",,Amharic-Argobba,Amharic-Argobba,amha1245,Afro-Asiatic,afro1255,Africa,1,Semitic,Greater Abyssinia,Afro-Asiatic
seba1251,ttgr1237,Sebat Bet Gurage,language,sgw,sgw,8.11879,37.9891,['Africa'],['Ethiopia'],,TT-Group,TT-Group,seba1251,Afro-Asiatic,afro1255,Africa,1,Semitic,Greater Abyssinia,Afro-Asiatic
tigr1271,ethi1244,Tigrinya,language,tir,tir,15.3359,38.9266,['Africa'],"['Djibouti', 'Eritrea', 'Ethiopia', 'Sudan']",,Ethiosemitic,Ethiosemitic,tigr1271,Afro-Asiatic,afro1255,Africa,1,Semitic,Greater Abyssinia,Afro-Asiatic
arap1274,arap1280,Arapaho,language,arp,arp,43.3879,-108.81,['North America'],['United States'],,Arapaho-Gros Ventre-Besawunena,Arapaho-Gros Ventre-Besawunena,arap1274,Algic,algi1248,North America,1,Algonquian,Basin and Plains,Algic
moos1236,cree1272,Moose Cree,language,crm,crm,51.0686,-80.6912,['North America'],['Canada'],,Cree,Cree,moos1236,Algic,algi1248,North America,1,,,
mikm1235,east2700,Mi'kmaq,language,mic,mic,46.0,-64.0,['North America'],"['Canada', 'United States']",,Eastern Algonquian,Eastern Algonquian,mikm1235,Algic,algi1248,North America,1,Algonquian,E North America,Algic
algo1255,seve1242,Algonquin,language,alq,alq,47.3876,-77.5258,['North America'],['Canada'],,Severn-Algonquin,Severn-Algonquin,algo1255,Algic,algi1248,North America,1,Algonquian,E North America,Algic
seve1240,seve1242,Severn Ojibwa,language,ojs,ojs,53.9092,-89.9331,['North America'],['Canada'],,Severn-Algonquin,Severn-Algonquin,seve1240,Algic,algi1248,North America,1,Algonquian,E North America,Algic
pota1247,ojib1240,Potawatomi,language,pot,pot,40.955,-89.1881,['North America'],"['Canada', 'United States']",,Ojibwa-Potawatomi,Ojibwa-Potawatomi,pota1247,Algic,algi1248,North America,1,Algonquian,E North America,Algic
anga1290,anga1289,Angaataha,language,agm,agm,-7.15012,146.352,['Papunesia'],['Papua New Guinea'],,,Angan,anga1290,Angan,anga1289,Papunesia,1,Angaataha,Interior New Guinea,Trans-New Guinea
baru1267,baru1271,Baruya,language,byr,byr,-6.89261,145.818,['Papunesia'],['Papua New Guinea'],,Baruya-Simbari,Baruya-Simbari,baru1267,Angan,anga1289,Papunesia,1,Nuclear Angan,Interior New Guinea,Trans-New Guinea
safe1240,nort3145,Safeyoka,language,apz,apz,-7.05417,146.09,['Papunesia'],['Papua New Guinea'],,Wojokesic,Wojokesic,safe1240,Angan,anga1289,Papunesia,1,Nuclear Angan,Interior New Guinea,Trans-New Guinea
anka1246,sout3130,Ankave,language,aak,aak,-7.19444,145.754,['Papunesia'],['Papua New Guinea'],,Ankave-Tainae-Akoye,Ankave-Tainae-Akoye,anka1246,Angan,anga1289,Papunesia,1,,,
mapu1245,arau1255,Mapudungun,language,arn,arn,-38.7392,-71.277,['South America'],"['Argentina', 'Chile']",,,Araucanian,mapu1245,Araucanian,arau1255,South America,1,Araucanian,Andean,Araucanian
gari1256,isla1279,Garifuna,language,cab,cab,15.3529,-86.9091,['North America'],"['Belize', 'Guatemala', 'Honduras', 'Nicaragua']",,Island Carib-Garifuna,Island Carib-Garifuna,gari1256,Arawakan,araw1281,North America,1,Antillean Arawakan,Mesoamerica,Arawakan
wayu1243,guaj1257,Wayuu,language,guc,guc,11.395566,-72.199791,['South America'],"['Colombia', 'Venezuela, Bolivarian Republic of']",,Guajiro-Paraujano,Guajiro-Paraujano,wayu1243,Arawakan,araw1281,South America,1,Guajiro-Paraujano,NE South America,Arawakan
pare1272,pare1273,Parecís,language,pab,pab,-14.5929,-57.4059,['South America'],['Brazil'],,Xaray,Xaray,pare1272,Arawakan,araw1281,South America,1,Central Arawakan,NE South America,Arawakan
acha1250,piap1247,Achagua,language,aca,aca,4.38649,-72.2005,['South America'],['Colombia'],,Piapoco-Achagua,Piapoco-Achagua,acha1250,Arawakan,araw1281,South America,1,Japura-Colombia,NE South America,Arawakan
piap1246,piap1247,Piapoco,language,pio,pio,4.37718,-68.5953,['South America'],"['Colombia', 'Venezuela, Bolivarian Republic of']",,Piapoco-Achagua,Piapoco-Achagua,piap1246,Arawakan,araw1281,South America,1,Japura-Colombia,NE South America,Arawakan
yucu1253,yucu1252,Yucuna,language,ycn,ycn,-0.76075,-71.0033,['South America'],"['Brazil', 'Colombia', 'Peru']",,Caqueta,Caqueta,yucu1253,Arawakan,araw1281,South America,1,Japura-Colombia,NE South America,Arawakan
wapi1253,wapi1254,Wapishana,language,wap,wap,2.58744,-59.8021,['South America'],"['Brazil', 'Guyana']",,Wapishanan,Wapishana-Atorai,wapi1253,Arawakan,araw1281,South America,1,Negro-Roraima,NE South America,Arawakan
pali1279,araw1281,Palikúr,language,plu,plu,3.63993,-51.6246,['South America'],"['Brazil', 'French Guiana']",,,Arawakan,pali1279,Arawakan,araw1281,South America,1,Palikur,NE South America,Arawakan
igna1246,moxo1234,Ignaciano,language,ign,ign,-15.1188,-65.3993,['South America'],"['Bolivia, Plurinational State of']",,Mojeño,Mojeño,igna1246,Arawakan,araw1281,South America,1,Bolivia-Parana,NE South America,Arawakan
trin1274,moxo1234,Trinitario-Javeriano-Loretano,language,trn,trn,-15.3331,-65.4096,['South America'],"['Bolivia, Plurinational State of']",,Mojeño,Mojeño,trin1274,Arawakan,araw1281,South America,1,,,
tere1279,boli1260,Terena-Kinikinao-Chane,language,ter,ter,-20.6614,-56.0329,['South America'],['Brazil'],,Bolivian Arawakan,Bolivian Arawakan,tere1279,Arawakan,araw1281,South America,1,Bolivia-Parana,SE South America,Arawakan
asha1243,asha1242,Asháninka,language,cni,cni,-11.9311,-73.9073,['South America'],['Peru'],,Ashe-Asha,Ashe-Asha,asha1243,Arawakan,araw1281,South America,1,,,
ajyi1238,ashe1271,Ajyíninka Apurucayali,language,cpc,cpc,-9.82364,-74.61947,['South America'],['Peru'],,Ashe-Asha Norte,Ashe-Asha Norte,ajyi1238,Arawakan,araw1281,South America,1,,,
pich1237,ashe1271,Pichis Ashéninka,language,cpu,cpu,-10.47249,-74.60281,['South America'],['Peru'],,Ashe-Asha Norte,Ashe-Asha Norte,pich1237,Arawakan,araw1281,South America,1,,,
ucay1237,ashe1271,Ucayali-Yurúa Ashéninka,language,cpb,cpb,-9.49424,-73.1836,['South America'],"['Brazil', 'Peru']",,Ashe-Asha Norte,Ashe-Asha Norte,ucay1237,Arawakan,araw1281,South America,1,,,
ashe1273,ashe1274,Ashéninka Pajonal,language,cjo,cjo,-10.7583,-74.2014,['South America'],['Peru'],,Asheninka,Asheninka,ashe1273,Arawakan,araw1281,South America,1,Pre-Andine Arawakan,NE South America,Arawakan
sout3127,ashe1274,South Ucayali Ashéninka,language,cpy,cpy,-10.37875,-74.060306,['South America'],['Peru'],,Asheninka,Asheninka,sout3127,Arawakan,araw1281,South America,1,,,
caqu1242,asha1241,Caquinte,language,cot,cot,-11.4812,-73.4451,['South America'],['Peru'],,Asha-Ashe-Kak,Asha-Ashe-Kak,caqu1242,Arawakan,araw1281,South America,1,,,
mach1267,mats1245,Machiguenga,language,mcb,mcb,-12.1291,-72.5017,['South America'],['Peru'],,Matsi-Nan,Matsi-Nan,mach1267,Arawakan,araw1281,South America,1,Pre-Andine Arawakan,NE South America,Arawakan
noma1263,prea1240,Nomatsiguenga,language,not,not,-11.5349,-74.4371,['South America'],['Peru'],,Pre-Andine Maipuran,Pre-Andine Maipuran,noma1263,Arawakan,araw1281,South America,1,Pre-Andine Arawakan,Andean,Arawakan
yane1238,kamp1244,Yanesha',language,ame,ame,-10.5454,-75.315,['South America'],['Peru'],,,Kampa-Amuesha,yane1238,Arawakan,araw1281,South America,1,Yanesha',Andean,Arawakan
apur1254,puru1265,Apurinã,language,apu,apu,-8.21692,-66.7714,['South America'],['Brazil'],,Purus,Purus,apur1254,Arawakan,araw1281,South America,1,Purus,NE South America,Arawakan
yine1238,piro1249,Yine,language,pib,pib,-11.1086,-73.3087,['South America'],['Peru'],,Western Yineic,Western Yineic,yine1238,Arawakan,araw1281,South America,1,,,
culi1244,madi1263,Culina,language,cul,cul,-8.55268,-70.6648,['South America'],"['Brazil', 'Peru']",,Madiha,Madiha,culi1244,Arawan,araw1282,South America,1,Arauan,NE South America,Arauan
paum1247,araw1282,Paumari,language,pad,pad,-5.78403,-64.2803,['South America'],['Brazil'],,,Arawan,paum1247,Arawan,araw1282,South America,1,Arauan,NE South America,Arauan
espe1235,espe1236,Esperanto,language,epo,epo,49.3273,2.81045,['Eurasia'],['Poland'],,Esperantic,Esperantic,espe1235,Artificial Language,arti1236,Eurasia,1,,,
klin1234,arti1236,Klingon,language,tlh,tlh,,,['North America'],['United States'],,,Artificial Language,klin1234,Artificial Language,arti1236,North America,1,,,
nava1243,west2810,Navajo,language,nav,nav,36.33,-109.38,['North America'],['United States'],,Western Southwestern Apachean,Western Southwestern Apachean,nava1243,Athabaskan-Eyak-Tlingit,atha1245,North America,1,Athapaskan,Basin and Plains,Na-Dene
west2615,west2810,Western Apache,language,apw,apw,33.8574,-110.123,['North America'],['United States'],,Western Southwestern Apachean,Western Southwestern Apachean,west2615,Athabaskan-Eyak-Tlingit,atha1245,North America,1,Athapaskan,Basin and Plains,Na-Dene
carr1249,carr1248,Central Carrier,language,crx,crx,54.3768,-124.328,['North America'],['Canada'],,Dakelh,Dakelh,carr1249,Athabaskan-Eyak-Tlingit,atha1245,North America,1,Athapaskan,Alaska-Oregon,Na-Dene
sout2958,carr1248,Southern Carrier,language,caf,caf,53.1763,-124.452,['North America'],['Canada'],,Dakelh,Dakelh,sout2958,Athabaskan-Eyak-Tlingit,atha1245,North America,1,,,
gwic1235,gwic1236,Gwich'in,language,gwi,gwi,67.4307,-142.963,['North America'],"['Canada', 'United States']",,Athabaskan,Gwichin-Han,gwic1235,Athabaskan-Eyak-Tlingit,atha1245,North America,1,Athapaskan,Alaska-Oregon,Na-Dene
beav1236,beav1237,Beaver,language,bea,bea,56.7984,-120.352,['North America'],['Canada'],,Athabaskan,Beaver-Sekani,beav1236,Athabaskan-Eyak-Tlingit,atha1245,North America,1,,,
dogr1252,hare1243,Dogrib,language,dgr,dgr,63.17,-117.25,['North America'],['Canada'],,Slaveyic,Slaveyic,dogr1252,Athabaskan-Eyak-Tlingit,atha1245,North America,1,,,
west2450,limb1267,West-Central Limba,language,lia,lia,9.52392,-12.3138,['Africa'],['Sierra Leone'],,Limba,Limba,west2450,Atlantic-Congo,atla1278,Africa,1,,,
nort2765,kiss1245,Northern Kissi,language,kqs,kqs,8.7283,-10.4063,['Africa'],"['Guinea', 'Liberia', 'Sierra Leone']",,Kissi,Kissi,nort2765,Atlantic-Congo,atla1278,Africa,1,,,
sout2778,kiss1245,Southern Kisi,language,kss,kss,8.32448,-10.3377,['Africa'],"['Guinea', 'Liberia', 'Sierra Leone']",,Kissi,Kissi,sout2778,Atlantic-Congo,atla1278,Africa,1,Southern Mel,African Savannah,Niger-Congo
baga1272,temn1245,Baga Sitemu,language,bsp,bsp,10.4793,-14.4756,['Africa'],['Guinea'],,Northern Mel,Northern Mel,baga1272,Atlantic-Congo,atla1278,Africa,1,Northern Mel,African Savannah,Niger-Congo
timn1235,temn1245,Timne,language,tem,tem,8.90294,-12.3331,['Africa'],"['Guinea', 'Sierra Leone']",,Northern Mel,Northern Mel,timn1235,Atlantic-Congo,atla1278,Africa,1,Northern Mel,African Savannah,Niger-Congo
jola1262,fhjo1234,Jola-Esulalu,language,csk,csk,12.5089,-16.5539,['Africa'],"['Gambia', 'Guinea-Bissau', 'Senegal']",,FH-Jola,FH-Jola,jola1262,Atlantic-Congo,atla1278,Africa,1,Jola,African Savannah,Niger-Congo
kuwa1246,kwat1245,Kuwaataay,language,cwt,cwt,12.48255,-16.74835,['Africa'],['Senegal'],,Kwatay-Karon-Mlomp,Kwatay-Karon-Mlomp,kuwa1246,Atlantic-Congo,atla1278,Africa,1,,,
band1340,gusi1245,Bandial,language,bqj,bqj,12.5258,-16.4245,['Africa'],['Senegal'],,Gusilay-Bandial,Gusilay-Bandial,band1340,Atlantic-Congo,atla1278,Africa,1,,,
jola1263,jola1264,Jola-Fonyi,language,dyo,dyo,12.75752,-15.7354766667,['Africa'],"['Gambia', 'Guinea-Bissau', 'Senegal']",,Jola,Jola,jola1263,Atlantic-Congo,atla1278,Africa,1,Jola,African Savannah,Niger-Congo
mank1251,manj1250,Mankanya,language,knf,knf,12.2615066667,-15.74389,['Africa'],"['Guinea-Bissau', 'Senegal']",,Manjaku-Mankanya-Pepel,Manjaku-Mankanya-Pepel,mank1251,Atlantic-Congo,atla1278,Africa,1,Manjaku,African Savannah,Niger-Congo
borg1235,fula1264,Borgu Fulfulde,language,fue,fue,9.801,3.988,['Africa'],"['Benin', 'Nigeria']",,Fula,Fula,borg1235,Atlantic-Congo,atla1278,Africa,1,,,
adam1253,adam1260,Adamawa Fulfulde,language,fub,fub,8.140326,13.077338,['Africa'],"['Cameroon', 'Eritrea', 'Ethiopia', 'Nigeria', 'Sudan', 'Chad']",,Adamawa-Bagirmi Fulfulde,Adamawa-Bagirmi Fulfulde,adam1253,Atlantic-Congo,atla1278,Africa,1,Peul-Serer,African Savannah,Niger-Congo
cent2018,fula1265,Central-Eastern Niger Fulfulde,language,fuq,fuq,15.0907,8.43261,['Africa'],"['Mali', 'Niger', 'Nigeria', 'Chad']",,Eastern Fula,Eastern Fula,cent2018,Atlantic-Congo,atla1278,Africa,1,,,
nige1253,fula1265,Hausa States Fulfulde,language,fuv,fuv,10.9972,11.1188,['Africa'],"['Cameroon', 'Nigeria', 'Chad']",,Eastern Fula,Eastern Fula,nige1253,Atlantic-Congo,atla1278,Africa,1,Peul-Serer,African Savannah,Niger-Congo
maas1239,fula1264,Maasina Fulfulde,language,ffm,ffm,11.1324,-3.64763,['Africa'],"['Burkina Faso', ""Côte d'Ivoire"", 'Ghana', 'Mali', 'Mauritania', 'Niger']",,Fula,Fula,maas1239,Atlantic-Congo,atla1278,Africa,1,Peul-Serer,African Savannah,Niger-Congo
pula1262,fula1264,Pular,language,fuf,fuf,12.1826,-12.7338,['Africa'],"['Guinea', 'Guinea-Bissau', 'Mali', 'Sierra Leone', 'Senegal']",,Fula,Fula,pula1262,Atlantic-Congo,atla1278,Africa,1,Peul-Serer,African Savannah,Niger-Congo
west2454,fula1264,Western Niger Fulfulde,language,fuh,fuh,14.2471,-0.52004,['Africa'],"['Burkina Faso', 'Benin', 'Mali', 'Niger', 'Nigeria']",,Fula,Fula,west2454,Atlantic-Congo,atla1278,Africa,1,Peul-Serer,African Savannah,Niger-Congo
bass1258,bass1263,Bassari-Tanda,language,bsc,bsc,12.4529,-13.3495,['Africa'],"['Guinea', 'Guinea-Bissau', 'Senegal']",,Bassari-Bedik-Bapen,Bassari-Bedik-Bapen,bass1258,Atlantic-Congo,atla1278,Africa,1,Tenda,African Savannah,Niger-Congo
nucl1347,wolo1247,Wolof,language,wol,wol,15.2534,-15.383,['Africa'],"['Gambia', 'Guinea-Bissau', 'Mali', 'Mauritania', 'Senegal']",,Wolofic,Wolofic,nucl1347,Atlantic-Congo,atla1278,Africa,1,Wolof,African Savannah,Niger-Congo
ivbi1241,ikpe1246,Ivbie North-Okpela-Arhe,language,atg,atg,7.15307,6.21209,['Africa'],['Nigeria'],,North-Central Edoid,Ikpeshic,ivbi1241,Atlantic-Congo,atla1278,Africa,1,,,
came1252,east2806,Donga Mambila,language,mcu,mcu,6.43829,11.41953,['Africa'],"['Cameroon', 'Nigeria']",,Eastern Mambila,Eastern Mambila,came1252,Atlantic-Congo,atla1278,Africa,1,,,
nige1255,mamb1312,Western Mambila,language,mzk,mzk,6.69736,11.3161,['Africa'],"['Cameroon', 'Nigeria']",,Mambila,Mambila,nige1255,Atlantic-Congo,atla1278,Africa,1,,,
